id,in_F,in_qd1,in_qd2,in_qd3,in_qd4,in_qr1,in_qr2,in_qr3,in_qr4,in_Om1,in_Om2,in_Om3,in_tr1,in_tr2,in_tr3,in_qe1,in_qe2,in_qe3,in_qe4,in_estop,in_ack,tx_i161,tx_i162,tx_i163,tx_i164,tx_i165,tx_i166,tx_i167,tx_q1,tx_q2,tx_q3,tx_flags1,tx_flags2,rx_F,rx_qd1,rx_qd2,rx_qd3,rx_qd4,rx_qr1,rx_qr2,rx_qr3,rx_qr4,rx_Om1,rx_Om2,rx_Om3,rx_tr1,rx_tr2,rx_tr3,rx_qe1,rx_qe2,rx_qe3,rx_qe4,rx_estop,rx_ack
near_half_neg,9.6628500000000006,0.70710678118654746,-0.70710678118654746,0,0,0.70710678118654746,-0.70710678118654746,0,0,0,0,0,0,0,0,0.70710678118654746,-0.70710678118654746,0,0,0,0,7916,0,0,0,0,0,0,1573376,1573376,1573376,0,0,9.6633808404797517,0.70710678118654757,-0.70710678118654746,0,0,0.70710678118654757,-0.70710678118654746,0,0,0,0,0,0,0,0,0.70710678118654757,-0.70710678118654746,0,0,0,0
sat_F_hi,50,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32767,0,0,0,0,0,0,537395712,537395712,537395712,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sat_F_lo,-50,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-32768,0,0,0,0,0,0,537395712,537395712,537395712,0,0,-40.00122074037904,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sat_Om,9.6628500000000006,1,0,0,0,1,0,0,0,20,-20,15,0,0,0,1,0,0,0,0,0,7916,32767,-32768,32767,0,0,0,537395712,537395712,537395712,0,0,9.6633808404797517,1,0,0,0,1,0,0,0,10,-10.00030518509476,10,0,0,0,1,0,0,0,0,0
sat_tau,9.6628500000000006,1,0,0,0,1,0,0,0,0,0,0,5,-5,3,1,0,0,0,0,0,7916,0,0,0,32767,-32768,32767,537395712,537395712,537395712,0,0,9.6633808404797517,1,0,0,0,1,0,0,0,0,0,0,2,-2.000061037018952,2,1,0,0,0,0,0
sat_all,99,1,0,0,0,1,0,0,0,99,-99,99,9,-9,9,1,0,0,0,0,0,32767,32767,-32768,32767,32767,-32768,32767,537395712,537395712,537395712,0,0,40,1,0,0,0,1,0,0,0,10,-10.00030518509476,10,2,-2.000061037018952,2,1,0,0,0,0,0
mocap_invalid,9.6628500000000006,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7916,0,0,0,0,0,0,537395712,537395712,0,0,0,9.6633808404797517,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mocap_invalid_tilt,9.6628500000000006,0.92390000000000005,0,0.38269999999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7916,0,0,0,0,0,0,537679360,537395712,0,0,0,9.6633808404797517,0.92362205038167056,0,0.38330445868624985,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
estop1,9.6628500000000006,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7916,0,0,0,0,0,0,537395712,537395712,537395712,1,0,9.6633808404797517,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
estop2,9.6628500000000006,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,7916,0,0,0,0,0,0,537395712,537395712,537395712,2,1,9.6633808404797517,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1
estop2_na,9.6628500000000006,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,7916,0,0,0,0,0,0,537395712,537395712,537395712,2,0,9.6633808404797517,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
rand001,0.37747340736990709,0.83355057094491447,-0.12233702576845197,-0.13694528111130219,-0.52103079350925396,0.12761936087607506,0.32213264392620611,0.80834159299326214,0.47594929087436372,-9.4453349592547369,-4.831110869534843,3.7538683939744795,1.4871002521964869,1.7864443858765586,2.2303084673852647,0.44357064525547057,0.18670834011456175,0.82770150717903468,0.28860923999911203,1,1,309,-30950,-15830,12300,24364,29268,32767,445019271,2781587288,3021610705,1,1,0.37720877712332529,0.83321837231044549,-0.12177181358985553,-0.13699329028858748,-0.52168151958381292,0.12730689602575807,0.32241855189132207,0.80823694677756941,0.47601708948761712,-9.4454786828211308,-4.8310800500503559,3.7537766655476545,1.4871059297463911,1.7864314706869717,2,0.44419036548117763,0.18680903221171022,0.8271372342631651,0.28920805727590693,1,1
rand002,36.016660976645731,0.19388348991292728,0.46001714356374407,0.86420512780920544,-0.062792651121866189,-0.38221456355285349,-0.058952469574591333,0.60033493480337907,0.70002471370215302,9.6893409172080034,-11.407770949697634,-0.19806435729873773,0.12602480327931787,0.46255685001302654,-2.1506037835078389,0.28051271817204826,0.39469452830722979,-0.34142278949804811,-0.80558011586646927,2,0,29504,31749,-32768,-649,2065,7578,-32768,2832019923,3469170610,3545468663,2,0,36.016724143192846,0.19372788525658835,0.45941184217990955,0.86459976463961974,-0.062269677403903399,-0.3819206880772742,-0.05950213618595214,0.60055644429542387,0.69994859884360594,9.6893215735343485,-10.00030518509476,-0.19806512649922178,0.1260414441358684,0.46253852961821346,-2.000061037018952,-0.28090543362205311,-0.39437462355805486,0.34179134041698089,0.80544364996628559,2,0
rand003,23.915244796183533,0.9137621743428852,0.18611253218554608,0.36111039241718212,0.00031399355964966536,0.57570367781288412,-0.59185114913384096,-0.37891779816950344,-0.41796984921408664,-7.9741865091243431,6.4515340417394462,10.276093178767745,0.52556955836881691,-1.6791192255893679,-0.049791822268822013,-0.070987599752628125,-0.072133005329222233,0.43196809735975589,-0.89619258705198379,0,1,19591,-26129,21140,32767,8611,-27510,-816,678172160,1175210798,3812151496,0,1,23.915524765770439,0.91388070574044933,0.18542526160273456,0.36116412894263972,0,-0.57564857333386255,0.59180424787189523,0.37915314685932294,0.41789872391064059,-7.9741813409833062,6.4516129032258061,10,0.5255897701956237,-1.6791283913693655,-0.049806207464827418,0.070572301057757192,0.071956071666732818,-0.43173643000039691,0.89635123087114554,0,1
rand004,28.532446971186538,-0.27502474178955477,0.90013705938114841,0.26050203943916606,-0.21506592752056894,-0.24964238855808343,0.15591357991642293,-0.90660515412705123,-0.30238506567442408,9.3221213954742428,-0.11004578982085622,-3.5612032826349074,1.0283057690136987,0.018859758949994365,-1.3169394887009305,0.22406466354978652,0.55223656652016007,0.08474988519353302,0.79852818241188506,1,0,23373,30546,-361,-11669,16847,309,-21576,1402663269,2873507547,3928899133,1,0,28.532364879299294,-0.27537035118615061,0.90027226765281054,0.26014887448741864,-0.21448444439122283,0.2490787096156136,-0.1563660788142463,0.90646164349000458,0.30304576336566319,9.3221839045381021,-0.11017181920834987,-3.5612048707541124,1.0282906582842495,0.018860438856166263,-1.3169347209082309,0.22417083865405224,0.55212447298127676,0.084410007147513497,0.79861189079905581,1,0
rand005,29.288330398044256,-0.46893396114788127,0.49523825169800184,-0.0060231406622786032,0.73130276624242729,0.84305097962278075,0.044692575744572895,-0.33977461391317015,0.41451276357977385,-4.4896105126763519,6.4496507320641534,6.7640904809101015,1.6915655181154803,2.1595475527295389,-1.8848500214349879,-0.21183105347595751,-0.0024530333743272206,-0.52226891257291275,-0.82604889102911916,2,1,23992,-14711,21134,22164,27714,32767,-30880,3403520508,570698540,3919055737,2,1,29.288003173924984,-0.46909823644273901,0.495389878013276,-0.0055350824359025252,0.73109854068431268,0.84251291430396125,0.044280659487220195,-0.34040756980800524,0.41513118269268934,-4.4895779290139473,6.4497817926572463,6.7641224402600173,1.6915799432355725,2,-1.8848231452375865,0.21171690317327155,0.0027675412179512622,0.52168151958381292,0.82644823537294232,2,1
rand006,38.548161485544995,0.32761511333626769,-0.2007819844032829,0.42002069978883538,0.8221542093802362,-0.37008853633467348,-0.86779966699641142,-0.27094396209771165,0.19117422064015374,3.5366803997306659,1.9588482127377569,5.066782922363033,-1.1883990861766807,1.9207664807165161,-0.276990274049837,-0.52210203634811381,-0.83929741446229844,0.025594094691154617,0.14944649890510658,0,0,31578,11589,6419,16602,-19470,31469,-4538,4006985520,1891307894,2006432148,0,0,38.548539689321572,0.32795363432722457,-0.20064673830146651,0.42066626512859184,0.82172209020039688,0.36946675259649353,0.868025747555628,0.27121903935922376,-0.19096034403863713,3.5367900631733145,1.9589831232642598,5.0666829432050537,-1.1883907589953306,1.9207739494003113,-0.27698599200415053,0.52168151958381292,0.83957936896920327,-0.02490787096156136,-0.14944722576936817,0,0
rand007,18.691350962445132,-0.47841897833119207,0.86801064415448026,0.13113498798739165,0.02182699550119192,0.27079081275762551,-0.039937139066961981,0.96071777709036588,0.045811717188475279,-5.6534406101883983,-9.662564031221315,-0.33973867492795939,-0.16961825826742541,-2.2571552784425175,0.93253181691540232,-0.6525663339154526,0.10607373821983927,0.15400701515349835,0.73429379759311952,1,1,15311,-18525,-31661,-1113,-2779,-32768,15278,1248427536,2890370593,3263772271,1,1,18.690755943479722,-0.47878463070556837,0.86775216668536015,0.13145820785268494,0.022140329743610097,0.2712190393592237,-0.040129347660293302,0.96059597540766783,0.045664430096195828,-5.6535538804284799,-9.6624652851954718,-0.33967101046784876,-0.1696218756675924,-2.000061037018952,0.93252357554857024,-0.65313972743649784,0.10655033689112359,0.15359853759629505,0.73380038934361769,1,1
rand008,26.333082959159764,0.35621576051216503,0.18553369692290164,-0.073883524993011915,-0.9128136743078884,0.83872768270516562,0.28190130446425032,-0.42725579799705071,-0.18579561857934207,-1.1041229781727449,-2.1317248278590677,9.1832266842442021,0.92499847101479504,-1.0594878950603976,-2.0906868903106388,0.27316083583505446,-0.12633870745428963,-0.91892146931670537,-0.25496082442897217,2,0,21571,-3618,-6985,30091,15155,-17358,-32768,3488999989,750988666,2478403256,2,0,26.332590716269419,-0.35562904650673721,-0.18542526160273456,0.073339842275708444,0.91310827461766031,0.83851132625072489,0.28228920423102877,-0.42758511817347,-0.18542526160273456,-1.1041596728415783,-2.1317178868984037,9.1833246864223153,0.92501602221747492,-1.0594805749687186,-2.000061037018952,-0.27260280996819936,0.12592312541678247,0.91924038824447796,0.25461379205151619,2,0
rand009,37.748956519724238,-0.18379131753500938,0.28923830954494312,0.53230672900105225,0.77408752615613785,-0.61207199863535577,0.079882195082110377,-0.014803690142428634,-0.78661779420093947,6.7086289996529755,-2.3831749430104514,7.0687015533523923,1.8869966899084942,-1.1400494838773207,2.3481456354149084,-0.40396610430189539,-0.26210726723292366,0.37094517854624165,0.79404712804224398,0,1,30923,21982,-7809,23162,30916,-18678,32767,3619374977,4222032395,3452243724,0,1,37.748954741050447,-0.18404149099375894,0.28920805727590687,0.53275168445561794,0.7737332046055615,0.611626609167229,-0.080258695320586604,0.015221476698731942,0.78691787337125907,6.7085787530137031,-2.383190404980621,7.0686971648304695,1.8870204779198585,-1.1400494399853511,2,-0.40406101782088427,-0.26153264509639429,0.37085052320546913,0.79423249673169649,0,1
rand010,3.1288349769445394,0.28033608407780941,0.68050241156990299,-0.17065963399517736,0.65513619739417372,0.22468511164090213,0.7013719693946977,-0.64861850615202044,-0.19206247585470754,4.931362526310493,-0.74003323730170667,-11.755482812992492,1.3191545417580577,1.4121648401302753,-1.6820666316198454,0.71474282217792806,-0.43502950043483302,-0.4779427831330012,0.26732513527094937,1,0,2563,16159,-2425,-32768,21612,23136,-27558,1823872985,1780526453,207789761,1,0,3.128757591479232,0.28090543362205311,0.68097121780019121,-0.17020378490400262,0.6545234980454735,0.22417083865405227,0.70111711793547282,-0.6489884156095711,-0.19234411464761275,4.9314859462263865,-0.74007385479293186,-10.00030518509476,1.3191320535905027,1.4121524704733421,-1.6820581682790612,0.71552047258289775,-0.43450397121834822,-0.47740086009659277,0.26706772753229685,1,0
rand011,1.8248972366772991,-0.7265826576235126,0.60527567891238476,-0.3195217714986201,-0.060206575191490731,-0.099794040697429393,-0.29730391930008221,0.13310063663043492,0.94017857321822795,1.3121156633276856,-1.1700901725379156,5.4072234414415465,-0.58343749288994096,1.6351799794027506,-0.14728947079860324,-0.64637496674593498,-0.21163544486446395,0.6654941741999767,-0.30745299632155654,2,1,1495,4299,-3834,17718,-9559,26790,-2413,79404588,3682903648,2195037474,2,1,1.8250068666646322,0.72694199728363706,-0.60470775612235084,0.31965101067337076,0.060885906794927766,-0.099631483846245442,-0.29751068092976068,0.1328419784616606,0.94016699097431478,1.3119907223731193,-1.1700796533097324,5.4072695089571825,-0.58345286416211428,1.6351817377239295,-0.14728232673116246,-0.64622087439161968,-0.21171690317327155,0.66573605235436073,-0.3071970751925901,2,1
rand012,11.493527956378959,0.33658984714319951,0.29295455567065937,-0.11304293765112595,0.88775345527861949,-0.39968405237353555,0.49020770507606309,-0.34699252395967323,-0.69249205950568415,-8.9389582788351731,3.9640116797446519,-2.0926812316804142,0.80528527890664281,0.76710488207036676,-0.93418717498800108,-0.60293854081970444,-0.43475023381256894,-0.6445370854720508,0.1789673032855906,0,0,9415,-29290,12989,-6857,13193,12568,-15305,4013642158,4061297403,3142379903,0,0,11.493270668660543,0.33625625798107833,0.29335936910283378,-0.11346918993600175,0.88769181164603372,0.39990970599395737,-0.48985479557737338,0.3473264228528834,0.69244412214264361,-8.9388714255195776,3.9640491958372754,-2.0926541947691275,0.8052613910336619,0.76711325418866538,-0.93417157506027404,0.60332398551337518,0.43450397121834816,0.64447027053504746,-0.17850640855785641,0,0
rand013,16.338753739043085,-0.33452362904162325,-0.31984418116276064,-0.56398806004999025,-0.68389407769785093,-0.6156864893994719,-0.64503569474577638,-0.38757579110545914,0.23376078675382006,-7.2940371872570511,10.451803152808349,1.481616004224489,1.5229993770754122,-0.72521289145437284,1.4386284615533413,0.63426487571012358,0.69874834454883039,0.22164702760413757,-0.24562453783150642,1,1,13384,-23900,32767,4855,24952,-11882,23570,4012613528,2078040407,2091549006,1,1,16.338389233069858,0.33487248737210273,0.31965101067337076,0.56457840846205753,0.6833263270759905,0.61577792099415585,0.64498555993496098,0.3874557705131767,-0.23385723291688165,-7.2939237647633286,10,1.4816736350596638,1.5229956968901639,-0.72524185918759732,1.4386425366985076,0.63376693891083913,0.69903566100062786,0.22140329743610102,-0.24631116839766237,1,1
rand014,35.8909301997369,-0.50440583394975758,0.33482411841671167,0.6966024312962682,0.3849839179966475,-0.20670652325149283,-0.96787460699424133,-0.0050263745188659633,-0.14305905752597053,-2.8439874587089715,7.1317956676898273,-0.67686312925944936,1.0627160214942299,-1.4917790914823883,-0.31394059497787141,-0.20351710237195261,-0.56003047454329602,0.22843037422480963,0.76991312546056023,2,0,29401,-9319,23369,-2218,17411,-24441,-5143,2302397206,1767379559,3604065957,2,0,35.890987884151741,-0.5050762722761053,0.33487248737210273,0.69625666433191036,0.38468822929522545,0.20618182073736907,0.96806202416392728,0.0055350824359025252,0.14252837272449004,-2.8440198980681783,7.1318704794457837,-0.67690054017761769,1.0627155369731742,-1.4918057802056948,-0.31391338847010714,-0.20341427951941776,-0.56042709663513057,0.22832215048097912,0.76968376353178669,2,0
rand015,30.694077339317833,0.42539489304868111,0.51016301530377572,-0.46603848458104652,-0.58444932515459569,0.56143446850694056,-0.38662047817199907,-0.1090390164173457,0.72348216033923163,0.7212692909060241,8.7835597249480077,6.0779542884654791,-1.9526275832675937,-0.81869072624846295,-0.42065906096229122,0.57283248222262884,0.60225264478687746,-0.47607172401285408,0.28724625803185272,0,1,25144,2363,28781,19916,-31991,-13413,-6892,3436330833,4184057265,2044895952,0,1,30.694296090578938,-0.42481757695551875,-0.51061135471200791,0.46633069522478765,0.58424460069390127,0.56181086724410623,-0.3860719999042011,-0.10931787810907485,0.72344077978928256,0.7211523789178137,8.7835322122867527,6.0780663472396004,-1.9526352732932524,-0.81868953520310073,-0.42066713461714528,0.57288103211591124,0.60197361533726579,-0.47601708948761712,0.28782428666693127,0,1
rand016,12.283165293791692,0.60730935936565555,-0.57291080911100922,-0.54272943138042506,-0.091615015931485758,0.058534644437051142,-0.97017151878024588,-0.021461841304450002,-0.23426546675957469,9.900682830369778,-4.8350583897623682,9.3566345304880727,2.1442670100706733,-1.5892184502187232,-0.67540125248335381,-0.58010160827635204,0.20915456852780798,-0.65967125164786788,0.42961649210484432,1,0,10062,32442,-15843,30659,32767,-26037,-11065,102883774,1567113897,3124077770,1,0,12.283089693899351,0.6076407599017748,-0.57288103211591124,-0.5424380787184474,-0.091328860192391656,-0.058118365576976513,0.97027978232773904,0.022140329743610101,0.23385723291688168,9.9008148442030084,-4.8350474562822354,9.3566698202459797,2,-1.5892208624530777,-0.67537461470381788,0.57979988516078951,-0.20894936195532032,0.66042255394766303,-0.42896888878244571,1,0
rand017,9.0537620804158632,0.32115414169972595,0.87100863500837,-0.31924476939560059,-0.19049081926307712,-0.088937688306059109,0.64633437073602695,-0.5178757939369899,-0.55330518781064275,4.605545194267151,-6.1289526913834056,4.3289207014833417,-0.067498901232590031,-1.1496249039816153,-1.0428464677599409,0.12246971417441338,-0.92828418016981984,-0.27124418994254318,0.2229713869062494,2,1,7417,15091,-20083,14185,-1106,-18835,-17085,1854170486,1543645296,1518014815,2,1,9.0542313913388472,0.32103478128234642,0.87080080821456174,-0.31965101067337076,-0.1909603440386371,-0.088561318974440389,0.64648897988925957,-0.51753020775688607,-0.55350824359025241,4.605548265022736,-6.129032258064516,4.3290505691702021,-0.067506942960905786,-1.1496322519608142,-1.042817468794824,-0.12315558419883117,0.92824504150659648,0.2712190393592237,-0.22278706804507661,2,1
rand018,2.8824648269804669,0.53215997675128668,-0.59633865263365105,0.40346515948920508,-0.44542320954065917,-0.47267077722750606,0.81573436378891839,0.017699677577428324,-0.3329361883344748,-3.9746275460236573,-10.374961380840173,-11.908218041688514,-2.2033545436104687,-0.72501664500979002,-1.9586193079852317,-0.67999222674698656,0.46734275037628203,-0.30163608572196393,-0.47772062654310721,0,0,2361,-13024,-32768,-32768,-32768,-11878,-32089,1207137090,1252537615,183200601,0,0,2.8821680349131746,-0.53275168445561794,0.59529322676708352,-0.40406101782088427,0.44557413609015323,-0.47324954826966581,0.81516656953571964,0.017989017916683205,-0.33348871676312708,-3.9747306741538742,-10.00030518509476,-10.00030518509476,-2.000061037018952,-0.72499771111178934,-1.9586169011505479,0.67994973296188232,-0.4677144658337633,0.30166199275668759,0.47740086009659272,0,0
rand019,9.614941096524074,0.032250304668857963,-0.51779816681812973,0.75760616591036123,-0.39607811560745476,0.8828107618721962,0.10462375270524379,-0.40790109214685499,0.20812430929112377,-11.438992446402587,3.046415358743416,3.411929437684865,0.68209601655461805,1.750180318436235,-0.78143326336110397,-0.78846036735705805,0.35562986261541685,-0.49971197727184785,0.046320510515029403,1,1,7876,-32768,9982,11180,11175,28674,-12803,2708613346,616785558,268281311,1,1,9.6145512253181558,0.031826724006439516,-0.51753020775688607,0.75797416654162142,-0.39575839416703051,0.88273394210768374,0.10516656628214796,-0.40821232964781118,0.20756559134634467,-10.00030518509476,3.0463576158940397,3.4119693594164859,0.68208868678853729,1.750175481429487,-0.7814569536423841,0.78860721576570236,-0.35562904650673721,0.49954118984020285,-0.045664430096195828,1,1
rand020,31.641841106619601,-0.28613186709846539,0.086334673356824376,0.6930990479272694,-0.65596386224351511,-0.46086255382757269,-0.34039642245756341,0.34593042383494521,0.74301286928491006,5.5259617540081347,11.049708902613938,-3.1082263015948062,1.0401522807278376,2.3330938455577952,-1.8683157183533403,-0.35723788529873757,0.13949359403681144,-0.42677953117055006,-0.81901273635018934,2,0,25920,18107,32767,-10185,17041,32767,-30610,2467887142,3409193722,4029050676,2,0,31.641590624713889,-0.28644051605795562,0.085793777756489123,0.693092283455084,-0.65590726865444915,-0.46079561278888514,-0.34040756980800524,0.3459426522439078,0.74304358621172051,5.5259865108188118,10,-3.1083101901303141,1.0401318399609363,2,-1.8683431501205481,0.35701281711571281,-0.13976083150653873,0.42620134756449435,0.81936632205986626,2,0
rand021,28.580552308625574,0.48806781578232289,-0.75174224444746773,0.3802263001837467,0.22825723594036529,0.15794028928338039,0.94112266159293201,-0.29639318718629021,-0.038653323878683941,10.054940664203013,-9.8095987066345671,-10.294029000239256,-0.41418414654693547,-1.3649223874255887,0.09455343143860144,0.37474903594896314,0.16422387635974853,-0.83416617705531482,-0.36981139455893181,0,1,23412,32767,-32143,-32768,-6786,-22362,1549,1240708443,1730456036,2400593675,0,1,28.579973754081852,-0.48847102496839784,0.75130333941077987,-0.3805369174682986,-0.22832215048097915,0.15774984942322198,0.9412346244426929,-0.29612691032078509,-0.038745577051317676,10,-9.8095645008697776,-10.00030518509476,-0.41419721060823389,-1.3649098178044985,0.094546342356639307,-0.37500183503239604,-0.16466870246810009,0.83411759415301234,0.36946675259649348,0,1
rand022,31.360706356311123,0.075226673679882089,-0.088331191235305459,-0.90386191107409597,-0.41179144470410656,-0.42660533934316597,0.22680864122129113,0.57996151770226345,0.65590423286920552,-2.8377726177986355,8.4028589913941794,0.67466834663106567,1.8864435311408541,1.538684999497429,-1.302822626878601,0.63239916251104789,0.46312147348976795,-0.32707667112635058,0.52783581846337058,1,0,25690,-9299,27534,2211,30907,25209,-21345,2628322090,3435828131,888427389,1,0,31.360820337534715,-0.074723612884684085,0.088561318974440389,0.90362021980955087,0.41236364147473809,-0.42620134756449435,0.22693837987200349,0.5797998851607894,0.65626479125640647,-2.8379161961729791,8.4029663991210661,0.67476424451429795,1.8864711447492903,1.5386822107608265,-1.3028351695303202,0.63285383850701526,0.4635631540068364,-0.32656986371824892,0.52721660201971543,1,0
rand023,14.666887932746901,0.51976652596351214,-0.57089878503793556,-0.0079151231603336765,-0.63549562276650451,-0.15611875674839468,0.58681463586178084,0.77635543570500598,0.16896080723360496,-11.235028090831813,4.5063094707919866,6.353521085763405,-0.71995479036123888,0.55683653120691279,2.200799322323725,0.31210393218952082,0.52577248760057183,-0.56415426298506055,-0.55487331378426274,2,1,12015,-32768,14766,20819,-11795,9123,32767,3364779526,2566824570,2447512465,2,1,14.667195654164251,-0.52029774897483727,0.57149726150693569,0.0083026236538537874,0.6345172960150518,-0.1563660788142463,0.58671873820566756,0.77640876760121225,0.16882001429502699,-10.00030518509476,4.5063631092257452,6.3536484878078552,-0.71993163853877373,0.55684072389904482,2,-0.31273215762849266,-0.52583283141073989,0.56373157049567124,0.55489201419922818,2,1
